time,name,text,role,target,hate_speech,verbal_abuse,humor
65,11:16:06 AM,Nicolas87, c bien bon toutou,bully_support,victim_support,no,aggression-other,no
66,11:16:12 AM,paulineee, pffffff,bully,none,no,none,no
67,11:16:20 AM,paulineee, PTDR,bully,none,no,none,yes
68,11:16:21 AM,theo70, pauline t'as trop la rage,conciliator,none,no,none,no
69,11:16:28 AM,Nicolas87, julie elle est un peu trop à l'aise avce les bangalas,bully_support,victim_support,no,aggression-other,no
70,11:16:30 AM,theo70, detend tes nerfs 0 vanne,conciliator,none,no,none,no
71,11:16:31 AM,pierre63, les fautes d'orthographe julie..,bully_support,victim_support,no,denigration,no
72,11:16:40 AM,paulineee, jai 0nerfs,bully,none,no,none,no
73,11:16:40 AM,Nicolas87, dose julie,bully_support,none,no,none,no
74,11:16:40 AM,pierre63, ca passe po,bully_support,none,no,none,no
75,11:16:54 AM,FatimaVictime, nicolas frustré d'être face à quelqu'un de plus intelligent ?,victim,bully_support,no,denigration,no
76,11:17:03 AM,paulineee, chacun a la bonne place c tout,bully,none,no,none,no
77,11:17:04 AM,Nicolas87, ah bon ???,bully_support,none,no,none,no
78,11:17:05 AM,julie, vasi jle prend vraiment pour moi bonnnnn,victim_support,none,no,none,no
79,11:17:14 AM,theo70, pauline stop vsy,conciliator,none,no,none,no
80,11:17:19 AM,Nicolas87, comment une étrangère peut etre plus intellignet que moi,bully_support,victim,yes,denigration,no
81,11:17:20 AM,theo70, on a tous notre place autan toi qu'elle,conciliator,none,no,none,no
82,11:17:39 AM,pierre63, theo le justicier de merde mddrr,bully_support,conciliator,no,aggression-other,yes
83,11:17:44 AM,paulineee, grv,bully,none,no,none,no
84,11:17:44 AM,Nicolas87, baahahahahahaahahahaha pierre t qui,bully_support,none,no,none,yes
85,11:17:55 AM,FatimaVictime," yes, toi t'as 2 de qi",victim,bully_support,no,denigration,no
86,11:17:56 AM,paulineee, des clowns,bully,none,no,none,no
87,11:18:10 AM,Nicolas87, Je rachete ta famille,bully_support,victim,no,denigration,no
88,11:18:13 AM,theo70, ptddrrr tg pierre tu viens au foot apres?,conciliator,bully_support,no,aggression-other,yes
89,11:18:32 AM,paulineee, le rapport mv ??,bully,none,no,none,no
90,11:18:35 AM,pierre63, non j'ai hand mv,bully_support,none,no,none,no
91,11:18:42 AM,julie, tg,victim_support,bully,no,aggression-other,no
92,11:18:47 AM,Nicolas87, evite tuy passes pour un gay,bully_support,bully_support,yes,denigration,no
93,11:18:47 AM,theo70, mais t'es relou ya match jppp,conciliator,none,no,none,no
94,11:18:50 AM,pierre63, ntm tu c pa ekrire,bully_support,none,no,none,no
95,11:18:52 AM,julie, tg,victim_support,bully_support,no,aggression-other,no
96,11:19:04 AM,paulineee, r a voir mais tkt ya pas a esquiver,bully,none,no,none,no
97,11:19:10 AM,FatimaVictime, laissez moi tranquille,victim,none,no,none,no
98,11:19:13 AM,Nicolas87, nan,bully_support,none,no,none,no
99,11:19:14 AM,theo70, pauline on s'en blc là,conciliator,none,no,none,no
100,11:19:15 AM,Nicolas87, c ciao,bully_support,none,no,none,no
101,11:19:16 AM,paulineee, pk,bully,none,no,none,no
102,11:19:22 AM,Nicolas87, je vais m'occuper de ton cas,bully_support,none,no,none,no
103,11:19:27 AM,theo70, t'es cool de base mais là t'abuses,conciliator,none,no,none,no
104,11:19:30 AM,Nicolas87, petite boubou,bully_support,none,no,none,no
105,11:19:34 AM,paulineee, tu decois..,bully,none,no,none,no
106,11:19:40 AM,FatimaVictime, nicolas et pauline les gros racistes,victim,none,no,none,no
107,11:19:42 AM,julie, fatima tu peux te défendre seule ?,victim_support,none,no,none,no
108,11:19:43 AM,theo70, mddrrr dit-elle,conciliator,none,no,none,yes
109,11:19:44 AM,Nicolas87, reel que les blancs ici,bully_support,none,no,none,no
110,11:19:57 AM,julie, jchuis francaises moi,victim_support,none,no,none,no
111,11:20:00 AM,paulineee, pff aller,bully,none,no,none,no
112,11:20:01 AM,Nicolas87, pas les modos discords ici,bully_support,none,no,none,no
113,11:20:02 AM,theo70, c'est toi tu decois en vrai,conciliator,none,no,none,no
114,11:20:09 AM,pierre63, moa aussi jle suis meuf,bully_support,none,no,none,no
115,11:20:16 AM,paulineee, ta bien  changer le s,bully,none,no,none,no
116,11:20:30 AM,julie, breff vasi quitte fatima ca irra mieux,victim_support,none,no,none,no
117,11:20:32 AM,Nicolas87, allez ciao,bully_support,none,no,none,no
118,11:20:34 AM,julie, oublie c'est gens,victim_support,none,no,none,no
119,11:20:35 AM,theo70, vas-y juste soit cool avec elle,conciliator,none,no,none,no
120,11:20:46 AM,paulineee, defaite,bully,none,no,none,no
121,11:21:01 AM,FatimaVictime, c'est toi qui pue la défaite,victim,bully,no,denigration,no
122,11:21:11 AM,paulineee, parle pas avec moi stp utilise tes gardes du corps,bully,none,no,none,no
123,11:21:25 AM,FatimaVictime, si tu retire ma photo ouais je veux bien plus jamais te parler,victim,none,no,none,no
124,11:21:35 AM,theo70, mdrr vas-y casse toi retiree la photo c'est bon,conciliator,none,no,none,yes
125,11:21:49 AM,paulineee, jte prend un billet aussi au passage ? oublie pas ton voile,bully,victim,yes,aggression-other,no
126,11:22:30 AM,pierre63, il est pas dans ma poche,bully_support,none,no,none,no
127,11:22:33 AM,theo70, ca svoit t'es pour zemmour,conciliator,none,no,none,no
128,11:22:37 AM,FatimaVictime, ouais au moins je verrai plus ta tronche si j'ai un voile,victim,bully,no,aggression-other,no
129,11:22:52 AM,paulineee, carrement theo et alors ? 0 intelligence fatima,bully,victim,no,denigration,no
130,11:23:40 AM,julie, cool,victim_support,none,no,none,no
131,11:23:52 AM,theo70, vsy mais t'es relou avec fati,conciliator,none,no,none,no
132,11:24:01 AM,julie, paupau tg et l'autre autre kiss kiss,victim_support,bully/bully_support,no,aggression-other,no
133,11:24:14 AM,FatimaVictime, tu crois que tu l'es ? on s'en fiche de zemmour,victim,none,no,none,no
134,11:24:14 AM,theo70, genre t'es la tu l'insultes ca en devient genant carrement chacun son opinion juste respecte c tout,conciliator,none,no,none,no
135,11:24:36 AM,FatimaVictime, voila exactement t'es genante pauline,victim,bully,no,aggression-other,no
136,11:24:37 AM,paulineee, bv bv,bully,none,no,none,no
137,11:24:50 AM,FatimaVictime, enlève ma photo et laisse moi tranquille,victim,none,no,none,no
138,11:25:01 AM,theo70, on te demande pas plus frr,conciliator,none,no,none,no
139,11:25:02 AM,paulineee, en quel honneur?,bully,none,no,none,no
140,11:25:05 AM,julie, tkt ma vie,victim_support,none,no,none,no
141,11:25:10 AM,theo70, t'es une gamine,conciliator,bully,no,aggression-other,no
142,11:25:27 AM,paulineee, c'est q'une photo,bully,none,no,none,no
143,11:25:34 AM,theo70, met toi a sa place t'aurai réagi comment toi ?,conciliator,none,no,none,no
144,11:25:49 AM,paulineee, oui mais j'y suis pas donc,bully,none,no,none,no
145,11:25:51 AM,julie, mets toi a ca place sans le voile mrc,victim_support,none,no,none,no
146,11:25:52 AM,FatimaVictime, l'honneur que tu me laisse tranquille et que t'aille voter zemmour dans ton coin sans lâcher tes idées puantes au lycée,victim,bully,no,aggression-other,no
147,11:26:08 AM,Nicolas93, salut salut,bully_support,none,no,none,no
148,11:26:10 AM,paulineee, cool,bully,none,no,none,no
149,11:26:12 AM,julie, fatima parle pas de politique,victim_support,none,no,none,no
150,11:26:12 AM,Nicolas93, j'etais ban,bully_support,none,no,none,no
151,11:26:15 AM,theo70, ptddrr si elle veut zemmour c tranquille,conciliator,none,no,none,yes
152,11:26:22 AM,theo70, juste voile ou pas c'est pareil,conciliator,none,no,none,no
153,11:26:46 AM,julie, same,victim_support,none,no,none,no
154,11:26:47 AM,Nicolas93, moi j'harcele,bully_support,none,no,none,no
155,11:27:00 AM,Nicolas93, nahahahahahaahh,bully_support,none,no,none,no
156,11:27:04 AM,paulineee, oula bande de fou,bully,victim/victim_support,no,name_calling,no
157,11:27:07 AM,Teresa, mdrrr,victim_support,none,no,none,yes
158,11:27:32 AM,paulineee, mais what,bully,none,no,none,no
159,11:27:32 AM,Nicolas93, t malade pas de ca ici,bully_support,none,no,none,no
160,11:27:37 AM,pierre54, koran de la meke,bully_support,none,no,none,no
161,11:27:44 AM,theo70, t'abuses frr,conciliator,none,no,none,no
162,11:27:47 AM,julie, on reste trq,victim_support,none,no,none,no
163,11:27:53 AM,Nicolas93, ou ou haha,bully_support,none,no,none,yes
164,11:28:01 AM,Nicolas93, cela etait le bruit des singes,bully_support,none,no,none,no
165,11:28:10 AM,paulineee, ptdrrrrrr,bully,none,no,none,yes
166,11:28:19 AM,theo70, et aller marie qui s'y met,conciliator,none,no,none,no
167,11:28:30 AM,paulineee, marie mv,bully,none,no,none,no
168,11:28:33 AM,julie, marie tu peux partir cordialement,victim_support,none,no,none,no
169,11:28:37 AM,Nicolas93, marie mv <3333333,bully_support,none,no,none,no
170,11:28:48 AM,paulineee, elle a ses droits,bully,none,no,none,no
171,11:28:54 AM,theo70, mettez vous a sa place wsh,conciliator,none,no,none,no
172,11:28:58 AM,Nicolas93, le droit de faire la cuisine,bully_support,victim,yes,aggression-other,no
173,11:29:00 AM,theo70, vous etes des chiens,conciliator,bully/bully_support,no,name_calling,no
174,11:29:12 AM,FatimaVictime, ils s'en fichent ils veulent juste m'insulter gratuitement et être des racistes de merde,victim,bully/bully_support,no,aggression-other,no
175,11:29:23 AM,julie, bas pars,victim_support,none,no,none,no
176,11:29:23 AM,theo70, calcule pas,conciliator,none,no,none,no
177,11:29:29 AM,Nicolas93, ^ptdrrrrrrrrrrrr,bully_support,none,no,none,yes
178,11:29:30 AM,paulineee, la societé de nos jours mv....,bully,none,no,none,no
179,11:29:42 AM,theo70, vsy pauline c bon tu  t'es bien amusé la,conciliator,none,no,none,no
180,11:30:00 AM,paulineee, bien vu,bully,none,no,none,no
181,11:30:34 AM,theo70, ridicule,conciliator,none,no,none,no
182,11:30:41 AM,FatimaVictime, oui écoute théo et vire ma photo,victim,none,no,none,no
183,11:30:47 AM,Nicolas93, aberrant,bully_support,none,no,none,no
184,11:30:54 AM,FatimaVictime, je partirai pas tant que tu vires pas ma photo pauline,victim,none,no,none,no
185,11:31:02 AM,paulineee, non,bully,none,no,none,no
186,11:31:08 AM,Nicolas93, non laisse la photo,bully_support,none,no,none,no
187,11:31:12 AM,theo70, ca te fait quoi d'enlever la photo ???,conciliator,none,no,none,no
188,11:31:12 AM,paulineee, cv c ta propre classe,bully,none,no,none,no
189,11:31:40 AM,FatimaVictime, ouais et me faire insulter par ma classe c'est normal ?,victim,none,no,none,no
190,11:31:41 AM,Nicolas93, allez ciao bisous a tous,bully_support,none,no,none,no
191,11:31:42 AM,paulineee, bisouss,bully,none,no,none,no
192,11:31:46 AM,theo70, vivez chacune de votre cote c bon,conciliator,none,no,none,no
193,11:31:48 AM,julie, bisous,victim_support,none,no,none,no
194,11:31:49 AM,Nicolas93, coeur sur vous,bully_support,none,no,none,no
195,11:31:53 AM,theo70, bisous mes vies,conciliator,none,no,none,no
196,11:31:55 AM,julie, jtaime fatima,victim_support,none,no,none,no
197,11:31:57 AM,Teresa, ciao,victim_support,none,no,none,no
198,11:32:06 AM,Nicolas93, j'aime une gadji elle s'appelle ciao,bully_support,none,no,none,no
0,[2:41:37 PM], <Adrien-Harceleur>, WESH silvia pk tu vien et tu fou la merde dans les couple,bully,none,no,none,no
1,[2:42:10 PM], <Théo-Soutien-Harceleur>, grave tu viens et tu pécho d'autre gars ,bully_support,none,no,none,no
2,[2:42:12 PM], <Silvia-Victime>, tu parle de quoi c'est lucas qui a foutu la merde,victim,none,no,none,no
3,[2:42:56 PM], <Théo-Soutien-Harceleur>, vas y t'es tellement une pute que tu irai draguer meme les mecs de tes copines,bully_support,victim,no,denigration,no
4,[2:43:34 PM], <Silvia-Victime>, nan mais les gars calmez vous quoi si lucas c'est lui la pute j'y peu rien,victim,none,no,denigration,no
5,[2:44:40 PM], <Théo-Soutien-Harceleur>, Lucas c'est mon meilleur je le connais tu lui a promis des nudes c'est pour ca quil ta embrassé il sortirait jamais avec une serbe et moche en plus,bully_support,none,yes,denigration,no
6,[2:45:34 PM], <Silvia-Victime>, Lucas il ma di qu'il voulait pas rester avecc sophie ,victim,none,no,none,no
7,[2:45:51 PM], <Théo-Soutien-Harceleur>, mon cul:@ ,bully_support,none,no,none,no
8,[2:46:06 PM], <Camille-Soutien-Harceleur>, aller niquez vos mere,bully_support,none,no,aggression-other,no
9,[2:46:15 PM], <Soan-Soutien-Victime>, toi nike ta mere sallle pute,victim_support,bully_support,no,aggression-other,no
10,[2:46:33 PM], <Adrien-Harceleur>, lucas etait en couple et toi tu est tjr la tu fou la merde en plus tu savai,bully,none,no,none,no
11,[2:46:50 PM], <Soan-Soutien-Victime>, laisser silivia tranquille avant je vous encule bande de cave,victim_support,bully/bully_support,no,threat,no
12,[2:47:05 PM], <Camille-Soutien-Harceleur>, sa ser a rien de le défendre t qune pute assumee suceuse,bully_support,victim,no,denigration,no
13,[2:47:12 PM], <Soan-Soutien-Victime>, et alors lucas il est moche,victim_support,none,no,denigration,no
14,[2:47:20 PM], <Adrien-Harceleur>, tu va rien faire c'est de sa faute ,bully,none,no,none,no
15,[2:47:27 PM], <Soan-Soutien-Victime>, ta mere la reine des salope ,victim_support,bully,no,aggression-other,no
16,[2:47:34 PM], <Silvia-Victime>, lucas jmen balek il a qu'a rester avec sa sophie c'est elle qui est moche,victim,none,no,denigration,no
17,[2:47:42 PM], <Théo-Soutien-Harceleur>, qu'est qu'elle a l'autre rousse? tu défend les putes,bully_support,victim_support,no,denigration,no
18,[2:47:53 PM], <Soan-Soutien-Victime>, piste ta tete endirerb un monstre poto,victim_support,bully_support,no,denigration,no
19,[2:48:02 PM], <Théo-Soutien-Harceleur>, c'est toi la moche sale serbe de mes couilles,bully_support,victim,yes,denigration,no
20,[2:48:21 PM], <Soan-Soutien-Victime>, moi silvia on est les plus belle bande de fdp,victim_support,bully/bully_support,no,name_calling,no
21,[2:48:26 PM], <Théo-Soutien-Harceleur>, va retourner voler des montres,bully_support,victim,yes,denigration,no
22,[2:48:34 PM], <Adrien-Harceleur>, en plus tes la tu vien de serbi,bully,victim,yes,denigration,no
23,[2:48:40 PM], <Soan-Soutien-Victime>, et  elle ten merde niker vos grand mere,victim_support,bully/bully_support,no,aggression-other,no
24,[2:49:06 PM], <Théo-Soutien-Harceleur>, va te faire enculer sale rousse,bully_support,victim_support,no,denigration,no
25,[2:49:08 PM], <Silvia-Victime>," la serbie c'esst le sang,  vous etes jaloux c'est tout",victim,none,no,none,no
26,[2:49:14 PM], <Théo-Soutien-Harceleur>, va sucer tes profs,bully_support,victim,no,aggression-other,no
27,[2:49:17 PM], <Soan-Soutien-Victime>, grave,victim_support,none,no,none,no
28,[2:49:26 PM], <Silvia-Victime>, retournez sucer lucas et sophie,victim,bully/bully_support,yes,name_calling,no
29,[2:49:27 PM], <Soan-Soutien-Victime>, va deterrer tes mort ,victim_support,bully_support,no,aggression-other,no
30,[2:49:48 PM], <Théo-Soutien-Harceleur>, niquez vos mères en Serbie,bully_support,none,yes,aggression-other,no
31,[2:49:50 PM], <Camille-Soutien-Harceleur>, le con de tes mortttttttt soan t une pute tfacon t la plus gross victime,bully_support,victim_support,no,aggression-other,no
32,[2:49:54 PM], <Soan-Soutien-Victime>, bande de sombre pute lucas arrete de faire le beau avec ta petite bite,victim_support,none,no,denigration,no
33,[2:50:12 PM], <Hébert-Conciliateur>, adrien et silvia arreter srx,conciliator,none,no,none,no
34,[2:50:13 PM], <Adrien-Harceleur>, retourne en serbie et il y aura plus de probleme fdp,bully,victim,yes,blaming,no
35,[2:50:30 PM], <Soan-Soutien-Victime>, la victime elle vous baise,victim_support,bully/bully_support,no,aggression-other,no
36,[2:50:42 PM], <Théo-Soutien-Harceleur>, qu'est ce ta helbert?,bully_support,none,no,none,no
37,[2:50:52 PM], <Hébert-Conciliateur>, sa sert a r de se prendre la tete comme des enfants,conciliator,none,no,none,no
38,[2:50:59 PM], <Camille-Soutien-Harceleur>, on arrete rien du tout pk elle assume pas cette salopeee ,bully_support,victim,no,blaming,no
39,[2:51:02 PM], <Soan-Soutien-Victime>, vos tete de sperm,victim_support,bully/bully_support,no,aggression-other,no
40,[2:51:14 PM], <Adrien-Harceleur>, assume ,bully,none,no,none,no
41,[2:51:23 PM], <Soan-Soutien-Victime>, vous puez de la shnek bande de crasseuse,victim_support,bully/bully_support,no,aggression-other,no
42,[2:51:29 PM], <Silvia-Victime>, ouai c'est eux qui m'insultent genre normal alors que leur pote il me drague tranquile,victim,none,no,none,no
0,[2019-06-13 14:04:07], <Diana>, hy,bully_support,none,no,none,no
1,[2019-06-13 14:05:54], <Diana>, 👋,bully_support,none,no,none,no
2,[2019-06-13 14:06:23], <Silvia_Victime>, Salut,victim,none,no,none,no
3,[2019-06-13 14:11:30], <Adrien_harceleur>, salut ,bully,none,no,none,no
4,[2019-06-13 14:11:46], <Silvia_Victime>," Salut Adri,  ça va?",victim,none,no,none,no
5,[2019-06-13 14:11:50], <Amos>, ok on est avec toi Adrien,bully_support,none,no,none,no
6,[2019-06-13 14:12:03], <Silvia_Victime>, pq vous dites ça?,victim,none,no,none,no
7,[2019-06-13 14:12:16], <Adrien_harceleur>, déja toi sylvia me parle pas,bully,none,no,none,no
8,[2019-06-13 14:12:23], <Silvia_Victime>, pq tu dis ça?,victim,none,no,none,no
9,[2019-06-13 14:12:47], <Adrien_harceleur>, t as vu ce que t as fait a la soiré sale pute,bully,victim,no,name_calling,no
10,[2019-06-13 14:12:57], <Silvia_Victime>, euh quelle soirée?,victim,none,no,none,no
11,[2019-06-13 14:13:02], <Silvia_Victime>, et pq tu me traites de pute?,victim,none,no,none,no
12,[2019-06-13 14:13:04], <Diana>, c'est clair tu abuses !,bully_support,none,no,none,no
13,[2019-06-13 14:13:10], <Herbert_concil>, calme toi adri,conciliator,none,no,none,no
